iRating;iId;sType;sMovie;iYear;sCountry;sGenre;sDirector;sActors;sAward
82,80%;1548;m;Anatomie vraždy;1959;USA;Drama / Mysteriózní;Otto Preminger;James Stewart, Lee Remick;
82,50%;1641;m;Dařbuján a Pandrhola;1959;Československo;Pohádka / Komedie;Martin Frič;Jiří Sovák, Rudolf Hrušínský;
82,40%;1669;m;Osud člověka;1959;Sovětský svaz;Drama / Válečný;Sergej Bondarčuk;Sergej Bondarčuk, Pavel Boriskin;
82,20%;1736;m;Romeo, Julie a tma;1959;Československo;Drama / Válečný;Jiří Weiss;Ivan Mistrík, Dana Smutná;
81,30%;1934;m;Modrý kocourek;1959;Československo;Animovaný / Krátkometrážní;Vladimír Lehký;Karel Höger;
80,00%;2039;m;Psí pohádka;1959;Československo;Animovaný / Krátkometrážní;Eduard Hofman;Karel Höger;
77,00%;2293;m;Princezna se zlatou hvězdou;1959;Československo;Pohádka;Martin Frič;František Smolík, Martin Růžek;
77,00%;2294;m;Probuzení;1959;Československo;Drama / Psychologický;Jiří Krejčík;Jana Brejchová, Jan Šmíd;
75,80%;2384;st;Strejda;1959;Československo;Krátkometrážní / Komedie;Jaromil Jireš;Vlastimil Brodský, Vladimír Zavázal;
74,40%;2446;st;Když padají andělé;1959;Polsko;Krátkometrážní / Drama;Roman Polański;Barbara Lass, Roman Polański;
86,30%;516;m;Vynález zkázy;1958;Československo;Sci-Fi / Dobrodružný;Karel Zeman;Lubor Tokoš, Arnošt Navrátil;
85,10%;766;m;Bídníci;1958;Francie / Východní Německo;Drama;Jean-Paul Le Chanois;Jean Gabin, Bernard Blier;
85,10%;767;m;Velká země;1958;USA;Western / Drama;William Wyler;Gregory Peck, Jean Simmons;
85,00%;800;m;Dnes naposled;1958;Československo;Drama / Psychologický;Martin Frič;Zdeněk Štěpánek, František Smolík;
84,60%;948;m;Kočka na rozpálené plechové střeše;1958;USA;Drama;Richard Brooks;Elizabeth Taylor, Paul Newman;
84,30%;1057;m;Útěk v řetězech;1958;USA;Drama / Krimi;Stanley Kramer;Tony Curtis, Sidney Poitier;
84,20%;1094;m;Závrať;1958;USA;Mysteriózní / Romantický;Alfred Hitchcock;James Stewart, Kim Novak;
83,60%;1278;m;Tři zločinci ve skryté pevnosti;1958;Japonsko;Akční / Dobrodružný;Akira Kurosawa;Minoru Čiaki, Kamatari Fudžiwara;
83,60%;1279;m;Stalo se za bílého dne;1958;Západní Německo / Švýcarsko;Krimi / Thriller;Ladislao Vajda;Heinz Rühmann, Siegfried Lowitz;
79,90%;2049;m;Tragédie vodníkova;1958;Československo;Animovaný / Krátkometrážní;Josef Kábrt;Jan Werich;
79,30%;2089;m;O věcech nadpřirozených;1958;Československo;Povídkový / Komedie;Jiří Krejčík, Jaroslav Mach;Ladislav Pešek, Vlastimil Brodský;
79,30%;2090;m;Jak se člověk naučil létat;1958;Československo;Animovaný / Krátkometrážní;Jiří Brdečka;Miroslav Horníček, Stanislav Neumann;
79,00%;2113;m;Statočný zlodej;1958;Československo;Komedie;Ján Lacko;Jozef Kroner, Martin Gregor;
78,00%;2215;m;Šťastie príde v nedeľu;1958;Československo;Komedie;Ján Lacko;Marián Kleis st., Anton Mrvečka;
77,10%;2281;m;Uzel na kapesníku;1958;Československo;Animovaný / Krátkometrážní;Hermína Týrlová, Josef Pinkava;;
77,00%;2295;m;Dáždnik svätého Petra;1958;Československo / Maďarsko;Komedie;Frigyes Bán, Vladislav Pavlovič;Sándor Pécsi, Mari Törőcsik;
76,20%;2355;m;Morálka paní Dulské;1958;Československo;Drama;Jiří Krejčík;Zdeňka Baldová, Bedřich Vrbský;
75,70%;2388;m;Tři přání;1958;Československo;Komedie;Ján Kadár, Elmar Klos;Rade Markovič, Tatjana Beljakova;
73,20%;2484;st;Dva muži a skříň;1958;Polsko;Krátkometrážní / Fantasy;Roman Polański;Jakub Goldberg, Henryk Kluba;
94,20%;24;m;Jak krtek ke kalhotkám přišel;1957;Československo;Animovaný / Krátkometrážní;Zdeněk Miler;Viola Zinková, František Filipovský;
91,50%;84;m;Dvanáct rozhněvaných mužů;1957;USA;Drama / Krimi;Sidney Lumet;Martin Balsam, John Fiedler;
86,00%;568;m;Most přes řeku Kwai;1957;Velká Británie / USA;Dobrodružný / Drama;David Lean;William Holden, Alec Guinness;Oscar
85,70%;622;m;Poslušně hlásím;1957;Československo;Komedie / Válečný;Karel Steklý;Rudolf Hrušínský, Jaroslav Marvan;
85,50%;656;m;Stezky slávy;1957;USA;Drama / Válečný;Stanley Kubrick;Kirk Douglas, Ralph Meeker;
85,40%;684;m;Stvoření světa;1957;Francie / Československo;Animovaný / Komedie;Eduard Hofman;Jan Werich, Antonín Jedlička;
85,20%;741;m;Svědek obžaloby;1957;USA;Krimi / Drama;Billy Wilder;Tyrone Power, Marlene Dietrich;
84,10%;1127;m;Sedmá pečeť;1957;Švédsko;Drama / Fantasy;Ingmar Bergman;Gunnar Björnstrand, Bengt Ekerot;
83,90%;1193;m;Lesní jahody;1957;Švédsko;Drama / Road movie;Ingmar Bergman;Victor Sjöström, Bibi Andersson;
82,80%;1549;m;Neuvěřitelný zmenšující se muž;1957;USA;Sci-Fi / Thriller;Jack Arnold;Grant Williams, Randy Stuart;
82,70%;1589;m;Jeřábi táhnou;1957;Sovětský svaz;Drama / Romantický;Michail Kalatozov;Taťjana Samojlova, Alexej Batalov;
82,10%;1762;m;Krvavý trůn;1957;Japonsko;Drama;Akira Kurosawa;Toširó Mifune, Isuzu Jamada;
81,40%;1924;m;Štyridsaťštyri;1957;Československo;Drama / Válečný;Paľo Bielik;Juraj Sarvaš, Dušan Blaškovič;
80,10%;2027;m;Konec jasnovidce;1957;Československo;Krátkometrážní / Komedie;Vladimír Svitáček, Ján Roháč;Miloš Kopecký, Jiřina Bohdalová;
80,00%;2040;m;Vlčí jáma;1957;Československo;Drama / Psychologický;Jiří Weiss;Jiřina Šejbalová, Miroslav Doležal;
78,80%;2135;m;Škola otců;1957;Československo;Drama / Psychologický;Ladislav Helge;Karel Höger, Blažena Holišová;
76,30%;2347;m;Tam na konečné;1957;Československo;Psychologický / Drama;Ján Kadár, Elmar Klos;Eva Očenášová, Vladimír Ráž;
76,30%;2348;m;Posledná bosorka;1957;Československo;Drama / Historický;Vladimír Bahna;Oľga Zöllnerová, Mikuláš Huba;
86,10%;550;m;Dobrý voják Švejk;1956;Československo;Komedie / Válečný;Karel Steklý;Rudolf Hrušínský, Eva Svobodová;
84,50%;987;m;Někdo tam nahoře mě má rád;1956;USA;Drama / Sportovní;Robert Wise;Paul Newman, Pier Angeli;
84,20%;1095;m;Zabíjení;1956;USA;Drama / Film-Noir;Stanley Kubrick;Sterling Hayden, Coleen Gray;
83,50%;1315;m;K smrti odsouzený uprchl;1956;Francie;Drama / Thriller;Robert Bresson;François Leterrier, Charles Le Clainche;
82,30%;1705;m;Žízeň po životě;1956;USA;Drama / Životopisný;Vincente Minnelli, George Cukor;Kirk Douglas, Anthony Quinn;
80,30%;2015;m;Země, odkud přicházím;1956;Francie;Fantasy / Komedie;Marcel Carné;Gilbert Bécaud, Madeleine Lebeau;
80,20%;2019;m;Spejbl na stopě;1956;Československo;Animovaný / Loutkový;Břetislav Pojar;Josef Skupa, Oldřich Dědek;
78,40%;2176;m;Hrátky s čertem;1956;Československo;Pohádka / Komedie;Josef Mach;Josef Bek, Eva Klepáčová;
87,40%;362;m;Cesta do pravěku;1955;Československo;Dobrodružný / Fantasy;Karel Zeman;Vladimír Bejval, Petr Herrmann;
84,80%;862;m;Lady a Tramp;1955;USA;Animovaný / Rodinný;Hamilton Luske, Wilfred Jackson;Peggy Lee, Verna Felton;
84,50%;988;m;Rvačka mezi muži;1955;Francie;Krimi / Drama;Jules Dassin;Jean Servais, Carl Möhner;
83,70%;1255;m;Slovo;1955;Dánsko;Drama;Carl Theodor Dreyer;Henrik Malberg, Emil Hass Christensen;
83,40%;1343;m;Na východ od ráje;1955;USA;Drama;Elia Kazan;Julie Harris, James Dean;
80,30%;2013;m;Pan Prokouk, přítel zvířátek;1955;Československo;Animovaný / Krátkometrážní;Karel Zeman;;
77,00%;2296;m;Cirkus Hurvínek;1955;Československo;Animovaný / Loutkový;Jiří Trnka;Josef Skupa;
90,60%;119;m;Dva mrazíci;1954;Československo;Animovaný / Loutkový;Jiří Trnka;Vlasta Burian, Jan Werich;
87,20%;389;m;Byl jednou jeden král...;1954;Československo;Pohádka / Komedie;Bořivoj Zeman;Jan Werich, Vlasta Burian;
86,90%;426;m;Sedm samurajů;1954;Japonsko;Akční / Drama;Akira Kurosawa;Takaši Šimura, Daisuke Kató;
85,70%;623;m;Okno do dvora;1954;USA;Mysteriózní / Thriller;Alfred Hitchcock;James Stewart, Grace Kelly;
84,70%;905;m;Osudy dobrého vojáka Švejka;1954;Československo;Animovaný / Loutkový;Jiří Trnka;Jan Werich;
84,10%;1128;m;Vražda na objednávku;1954;USA;Krimi / Mysteriózní;Alfred Hitchcock;Ray Milland, Grace Kelly;
83,80%;1221;m;Silnice;1954;Itálie;Drama;Federico Fellini;Anthony Quinn, Giulietta Masina;
82,90%;1513;m;Hrabě Monte Christo;1954;Francie / Itálie;Dobrodružný / Drama;Robert Vernay;Jean Marais, Lia Amanda;
82,00%;1794;m;V přístavu;1954;USA;Drama / Krimi;Elia Kazan;Marlon Brando, Karl Malden;Oscar
81,70%;1867;m;Příběh Glenna Millera;1954;USA;Drama / Životopisný;Anthony Mann;James Stewart, June Allyson;
79,80%;2056;m;Děvče z venkova;1954;USA;Drama / Hudební;George Seaton;Bing Crosby, Grace Kelly;
87,70%;327;m;Prázdniny v Římě;1953;USA;Komedie / Romantický;William Wyler;Gregory Peck, Audrey Hepburn;
83,80%;1222;m;Mzda strachu;1953;Francie / Itálie;Thriller / Dobrodružný;Henri-Georges Clouzot;Yves Montand, Charles Vanel;
83,80%;1223;m;Stalag 17;1953;USA;Drama / Komedie;Billy Wilder;William Holden, Don Taylor;
83,50%;1316;m;O skleničku víc;1953;Československo;Animovaný / Loutkový;Břetislav Pojar;;
81,40%;1925;m;Tajemství krve;1953;Československo;Drama / Životopisný;Martin Frič;Vladimír Ráž, Zdeněk Štěpánek;
79,00%;2114;st;Setkání;1953;Československo;Krátkometrážní / Komedie;Vladimír Svitáček;Miloš Kopecký, Jiří Sovák;
78,50%;2164;m;Hrnečku, vař!;1953;Československo;Animovaný / Krátkometrážní;Václav Bedřich;;
86,10%;551;m;Zpívání v dešti;1952;USA;Muzikál / Romantický;Stanley Donen, Gene Kelly;Gene Kelly, Donald O'Connor;
85,00%;801;m;Světla ramp;1952;USA;Drama / Hudební;Charlie Chaplin;Charlie Chaplin, Claire Bloom;
84,10%;1129;m;Staré pověsti české;1952;Československo;Animovaný / Loutkový;Jiří Trnka;Růžena Nasková, Zdeněk Štěpánek;
84,10%;1130;m;Malý svět dona Camilla;1952;Francie / Itálie;Komedie;Julien Duvivier;Fernandel, Gino Cervi;
83,90%;1194;m;Žít;1952;Japonsko;Drama / Psychologický;Akira Kurosawa;Takaši Šimura, Šin'iči Himori;
83,70%;1256;m;Zakázané hry;1952;Francie;Drama / Válečný;René Clément;Georges Poujouly, Brigitte Fossey;
81,90%;1819;m;Pyšná princezna;1952;Československo;Pohádka / Komedie;Bořivoj Zeman;Alena Vránová, Vladimír Ráž;
91,00%;99;m;O zlaté rybce;1951;Československo;Animovaný / Krátkometrážní;Jiří Trnka;Jan Werich;
86,10%;552;m;Císařův pekař - Pekařův císař;1951;Československo;Komedie / Historický;Martin Frič;Jan Werich, Marie Vášová;
84,30%;1058;m;Eso v rukávu;1951;USA;Drama / Film-Noir;Billy Wilder;Kirk Douglas, Jan Sterling;
82,50%;1642;m;Cizinci ve vlaku;1951;USA;Krimi / Drama;Alfred Hitchcock;Farley Granger, Ruth Roman;
82,30%;1706;m;Africká Královna;1951;Velká Británie / USA;Dobrodružný / Romantický;John Huston;Humphrey Bogart, Katharine Hepburn;
79,20%;2100;m;Perníková chaloupka;1951;Československo;Animovaný / Loutkový;Břetislav Pojar;;
85,40%;685;m;Sunset Boulevard;1950;USA;Drama / Film-Noir;Billy Wilder;William Holden, Gloria Swanson;
84,60%;949;s;Povídání o pejskovi a kočičce;1950;Československo;Animovaný / Rodinný;Eduard Hofman;Karel Höger;
84,30%;1059;m;Zapomenutí;1950;Mexiko;Drama / Krimi;Luis Buñuel;Estela Inda, Miguel Inclán;
84,20%;1096;m;Popelka;1950;USA;Animovaný / Rodinný;Hamilton Luske, Wilfred Jackson;Eleanor Audley, June Foray;
83,90%;1195;m;Rašómon;1950;Japonsko;Drama / Krimi;Akira Kurosawa;Toširó Mifune, Mačiko Kjó;
83,20%;1399;m;Vše o Evě;1950;USA;Drama;Joseph L. Mankiewicz;Bette Davis, Anne Baxter;Oscar
82,70%;1590;m;Na opuštěném místě;1950;USA;Drama / Film-Noir;Nicholas Ray;Humphrey Bogart, Gloria Grahame;
82,00%;1799;m;Rabbit of Seville;1950;USA;Animovaný / Krátkometrážní;Chuck Jones;Mel Blanc;
78,00%;2216;m;Král Lávra;1950;Československo;Krátkometrážní / Animovaný;Karel Zeman;;
84,80%;863;m;Árie prérie;1949;Československo;Animovaný / Loutkový;Jiří Trnka;Slávka Procházková, Oldřich Dědek;
83,60%;1280;m;Dědička;1949;USA;Drama / Romantický;William Wyler;Olivia de Havilland, Montgomery Clift;
83,50%;1317;m;Bílý žár;1949;USA;Akční / Drama;Raoul Walsh;James Cagney, Virginia Mayo;
83,00%;1471;m;Čertův mlýn;1949;Československo;Animovaný / Loutkový;Jiří Trnka;;
81,90%;1820;m;Třetí muž;1949;Velká Británie;Film-Noir / Mysteriózní;Carol Reed;Joseph Cotten, Alida Valli;
81,70%;1865;m;Pytlákova schovanka aneb Šlechetný milionář;1949;Československo;Komedie / Hudební;Martin Frič;Hana Vítová, Oldřich Nový;
77,10%;2282;m;Divá Bára;1949;Československo;Drama / Romantický;Vladimír Čech;Vlasta Fialová, Jana Dítětová;
84,80%;864;m;Poznamenaní;1948;USA / Švýcarsko;Drama / Válečný;Fred Zinnemann;Ivan Jandl, Jarmila Novotná;
84,60%;950;m;Zloději kol;1948;Itálie;Drama;Vittorio De Sica;Lamberto Maggiorani, Enzo Staiola;
84,50%;989;m;Poklad na Sierra Madre;1948;USA;Dobrodružný / Drama;John Huston;Humphrey Bogart, Walter Huston;
84,10%;1131;m;Císařův slavík;1948;Československo;Animovaný / Loutkový;Jiří Trnka, Miloš Makovec;Helena Patočková, Jaromír Sobota;
84,00%;1165;m;Červené střevíčky;1948;Velká Británie;Drama / Romantický;Michael Powell, Emeric Pressburger;Anton Walbrook, Moira Shearer;
83,50%;1318;m;Svědomí;1948;Československo;Drama / Psychologický;Jiří Krejčík;Marie Vášová, Miloš Nedbal;
83,10%;1432;m;Krakatit;1948;Československo;Drama / Sci-Fi;Otakar Vávra;Karel Höger, Florence Marly;
82,80%;1550;m;Provaz;1948;USA;Krimi / Drama;Alfred Hitchcock;James Stewart, John Dall;
80,80%;1961;m;Vzducholoď a láska;1948;Československo;Animovaný / Krátkometrážní;Jiří Brdečka;;
80,60%;1984;m;Daleká cesta;1948;Československo;Drama / Psychologický;Alfréd Radok;Blanka Waleská, Otomar Krejča st.;
80,40%;2002;m;Hostinec „U kamenného stolu“;1948;Československo;Komedie;Josef Gruss;Dagmar Frýbortová, Dagmar Sedláčková;
80,00%;2041;m;Inspirace;1948;Československo;Krátkometrážní / Animovaný;Karel Zeman;;
77,90%;2224;m;Pan Prokouk filmuje;1948;Československo;Animovaný / Krátkometrážní;Karel Zeman;;
77,70%;2236;m;Vlčie diery;1948;Československo;Drama / Válečný;Paľo Bielik;Beta Poničanová, Jozef Budský;
85,40%;686;m;Vzpoura hraček;1947;Československo;Animovaný / Loutkový;Hermína Týrlová, František Sádek;Eduard Linkers, Jindřich Láznička;
84,40%;1017;m;Špalíček;1947;Československo;Animovaný / Loutkový;Jiří Trnka;;
83,80%;1224;m;Pan Verdoux;1947;USA;Komedie / Drama;Charlie Chaplin;Charlie Chaplin, Martha Raye;
83,00%;1472;m;Poslední mohykán;1947;Československo;Komedie;Vladimír Slavínský;Jaroslav Marvan, Meda Valentová;
81,90%;1821;m;Andělský kabát;1947;Československo;Animovaný / Krátkometrážní;Eduard Hofman;;
79,60%;2068;m;Pan Prokouk v pokušení;1947;Československo;Animovaný / Krátkometrážní;Karel Zeman;;
79,00%;2115;m;Čapkovy povídky;1947;Československo;Komedie / Krimi;Martin Frič;Jaroslav Marvan, Vladimír Hlavatý;
77,90%;2225;m;Podobizna;1947;Československo;Drama / Horor;Jiří Slavíček;Otomar Krejča st., Luba Skořepová;
77,40%;2263;m;Pan Prokouk ouřaduje;1947;Československo;Animovaný / Krátkometrážní;Karel Zeman;;
77,30%;2271;m;Alena;1947;Československo;Komedie / Historický;Miroslav Cikán;Vladimír Řepa, Miluše Zoubková;
85,90%;581;m;Život je krásný;1946;USA;Drama / Fantasy;Frank Capra;James Stewart, Donna Reed;
85,50%;657;m;Pérák a SS;1946;Československo;Animovaný / Krátkometrážní;Jiří Trnka, Jiří Brdečka;;
84,90%;824;m;Nejlepší léta našeho života;1946;USA;Drama / Romantický;William Wyler;Myrna Loy, Fredric March;Oscar
80,70%;1972;m;Dárek;1946;Československo;Animovaný / Krátkometrážní;Jiří Trnka, Jiří Krejčík;František Filipovský;
78,80%;2136;m;Právě začínáme;1946;Československo;Komedie;Vladimír Slavínský;Jindřich Plachta, Jaroslav Marvan;
77,50%;2256;m;Varúj...!;1946;Československo;Drama;Martin Frič, Paľo Bielik;Paľo Bielik, Jiřina Štěpničková;
76,40%;2341;m;Mrtvý mezi živými;1946;Československo;Drama / Psychologický;Bořivoj Zeman;Karel Höger, Zdenka Procházková;
83,90%;1196;m;Šarlatová ulice;1945;USA;Drama / Film-Noir;Fritz Lang;Edward G. Robinson, Joan Bennett;
83,10%;1433;m;Pouto nejsilnější;1945;Velká Británie;Romantický / Drama;David Lean;Celia Johnson, Trevor Howard;
82,60%;1612;m;Mildred Pierceová;1945;USA;Drama / Film-Noir;Michael Curtiz;Joan Crawford, Jack Carson;
82,50%;1643;m;Ztracený víkend;1945;USA;Drama / Film-Noir;Billy Wilder;Ray Milland, Jane Wyman;Oscar
84,70%;906;m;Pojistka smrti;1944;USA;Drama / Film-Noir;Billy Wilder;Fred MacMurray, Barbara Stanwyck;
84,10%;1132;m;Plynové lampy;1944;USA;Mysteriózní / Thriller;George Cukor;Charles Boyer, Ingrid Bergman;
84,80%;865;m;Být či nebýt;1942;USA;Komedie / Válečný;Ernst Lubitsch;Carole Lombard, Jack Benny;
84,30%;1060;m;Casablanca;1942;USA;Drama / Romantický;Michael Curtiz;Humphrey Bogart, Ingrid Bergman;Oscar
82,20%;1737;m;Bambi;1942;USA;Animovaný / Rodinný;David Hand;Hardie Albright, Otis Harlan;
82,20%;1738;m;Valentin Dobrotivý;1942;Protektorát Čechy a Morava;Komedie;Martin Frič;Oldřich Nový, Hana Vítová;
85,80%;599;m;Nebe a dudy;1941;Protektorát Čechy a Morava;Komedie / Romantický;Vladimír Slavínský;Jindřich Plachta, Jaroslav Marvan;
85,60%;638;m;Přednosta stanice;1941;Protektorát Čechy a Morava;Komedie;Jan Sviták;Vlasta Burian, Zita Kabátová;
84,30%;1061;m;Hotel Modrá hvězda;1941;Protektorát Čechy a Morava;Komedie;Martin Frič;Nataša Gollová, Oldřich Nový;
82,90%;1514;m;Roztomilý člověk;1941;Protektorát Čechy a Morava;Komedie;Martin Frič;Oldřich Nový, Ladislav Pešek;
82,80%;1551;m;Občan Kane;1941;USA;Drama / Mysteriózní;Orson Welles;Orson Welles, Joseph Cotten;
82,00%;1795;m;Dumbo;1941;USA;Animovaný / Muzikál;Ben Sharpsteen;Edward Brophy, Sterling Holloway;
92,50%;49;s;Tom a Jerry;1940;USA;Animovaný / Komedie;Tex Avery, Chuck Jones;Mel Blanc, Daws Butler;
90,50%;127;m;Edison;1940;USA;Drama / Životopisný;Clarence Brown;Spencer Tracy, Rita Johnson;
85,70%;624;m;Diktátor;1940;USA;Komedie / Drama;Charlie Chaplin;Charlie Chaplin, Jack Oakie;
84,50%;990;m;Obchod za rohem;1940;USA;Komedie / Romantický;Ernst Lubitsch;James Stewart, Margaret Sullavan;
79,30%;2091;m;Fantazie;1940;USA;Animovaný / Rodinný;James Algar, Samuel Armstrong;Walt Disney, Leopold Stokowski;
77,40%;2265;m;Pinocchio;1940;USA;Animovaný / Rodinný;Hamilton Luske, Ben Sharpsteen;Mel Blanc, Frankie Darro;
88,90%;221;m;Cesta do hlubin študákovy duše;1939;Protektorát Čechy a Morava;Komedie;Martin Frič;Jindřich Plachta, Jaroslav Marvan;
88,50%;250;m;O myších a lidech;1939;USA;Drama;Lewis Milestone;Burgess Meredith, Betty Field;
87,50%;350;m;U pokladny stál...;1939;Československo;Komedie;Karel Lamač;Vlasta Burian, Jaroslav Marvan;
84,80%;866;m;Bouřlivá dvacátá léta;1939;USA;Akční / Drama;Raoul Walsh;James Cagney, Priscilla Lane;
84,70%;907;m;Kristian;1939;Protektorát Čechy a Morava;Komedie / Romantický;Martin Frič;Oldřich Nový, Adina Mandlová;
84,50%;991;m;Eva tropí hlouposti;1939;Protektorát Čechy a Morava;Komedie;Martin Frič;Nataša Gollová, Oldřich Nový;
84,30%;1062;m;Pan Smith přichází;1939;USA;Drama / Komedie;Frank Capra;Jean Arthur, James Stewart;
83,40%;1344;m;Jih proti Severu;1939;USA;Drama / Romantický;Victor Fleming, George Cukor;Clark Gable, Vivien Leigh;Oscar
81,80%;1848;m;Dívka v modrém;1939;Protektorát Čechy a Morava;Komedie / Romantický;Otakar Vávra;Lída Baarová, Oldřich Nový;
86,80%;439;m;Škola základ života;1938;Československo;Komedie;Martin Frič;Theodor Pištěk, František Smolík;
85,60%;639;m;Ducháček to zařídí;1938;Československo;Komedie;Karel Lamač;Vlasta Burian, Ladislav Hemmer;
84,40%;1022;m;Čtyři dcery;1938;USA;Drama / Romantický;Michael Curtiz;Priscilla Lane, Rosemary Lane;
